,post_uuid,user_uuid,influence_power,user_follower_count,user_following_count,user_rff_score,user_influencer_tier,post_retweet_count,post_quote_count,post_like_count,post_reply_count,post_impression_count,post_engagement_count,mentions,hashtags,url_count,string_token_count,pii_token_count,risk_score,pii_detected,pii_disclosed,post_uuids_replied_to,post_uuids_quoted,in_reply_to_user_uuid,is_comment,is_text_starter,time_elapsed,collection_name,timestamp,cluster_name,urls
37,2ad74e42-2c73-43e7-91de-663e42ba85da,4d803716-d0c6-4157-9b47-3eeb634daa40,1.0,218,1334,0.1634182908545727,NON_INFLUENCER,0,0,0,0,7,0,[],[],0,10,2,2.25,True,"['PERSON', 'LOCATION']",[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:33:21,Ferrari_2023-06-11_graph-371,[]
38,d9068d94-07c0-4c3e-8d33-1728a93fb248,b0dc8d5a-2ee6-45fd-a020-b2bffaa1c4f3,1.0,2281,4740,0.4812236286919831,NANO_INFLUENCER,0,0,1,0,70,1,[],[],1,12,2,2.5,True,"['DATE_TIME', 'PERSON']",[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:33:17,Ferrari_2023-06-11_graph-372,[]
39,cdd061f3-ac5f-43f8-a2b4-b03c407b1eee,88fa4664-2d97-4690-b751-026663cd8a36,1.0,134,202,0.6633663366336634,NON_INFLUENCER,0,0,2,0,19,2,[],[],0,16,3,2.25,True,"['DATE_TIME', 'PERSON', 'LOCATION']",[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:33:05,Ferrari_2023-06-11_graph-373,[]
40,02c80c95-ac5a-46e6-a3c1-3c0babbd718e,23f90c00-c6c0-426d-afdc-9f36823748b5,1.0,9,45,0.2,NON_INFLUENCER,0,0,0,0,10,0,[],[],2,22,3,2.75,True,"['PERSON', 'LOCATION']",[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:32:56,Ferrari_2023-06-11_graph-374,[]
41,cbfa7940-f897-4c2b-93be-e479a8e753db,c53ce4a9-438f-412b-a99f-869fa87b6da8,0.7071067811865475,167,174,0.9597701149425287,NON_INFLUENCER,0,0,0,1,12,1,[],[],0,5,1,1.5,True,['LOCATION'],[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:32:37,Ferrari_2023-06-11_graph-190,[]
42,f8791751-e764-440d-81d9-6fc0aaca476b,f74c8527-212d-4f98-b152-cc8616054bff,1.0,44,51,0.8627450980392157,NON_INFLUENCER,0,0,0,0,6,0,[],[],0,24,3,2.25,True,"['DATE_TIME', 'PERSON', 'LOCATION']",[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:32:28,Ferrari_2023-06-11_graph-375,[]
43,ec2db564-2dfc-4569-b196-694274f47aa4,3e6e7922-e7f0-41e0-a449-82b0e86a318c,1.0,358,903,0.3964562569213732,NON_INFLUENCER,0,0,0,0,31,0,[],[],0,10,3,2.75,True,"['PERSON', 'LOCATION']",[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:32:21,Ferrari_2023-06-11_graph-376,[]
44,30d6891c-4666-46c3-81de-32079b0b0186,e37f2840-6910-4cbe-876c-5a0f5111f9fe,1.0,15,9,1.6666666666666667,NON_INFLUENCER,0,0,1,0,12,1,[],[],1,7,0,1.0,False,[],[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:32:18,Ferrari_2023-06-11_graph-377,[]
45,84c92041-dc2c-4fc0-adcb-1e0c6adf16a5,5bba83a2-e635-4b51-9a2d-748f8f20558b,1.0,31,12,2.5833333333333335,NON_INFLUENCER,0,0,0,0,1,0,[],[],1,25,2,1.5,True,['DATE_TIME'],[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:32:04,Ferrari_2023-06-11_graph-378,[]
46,4b5ec5d3-ee80-4f64-9ea5-5ee6a47cb26c,ca8497b5-0fae-437e-acc6-de0cf32f5666,1.0,289,30,9.633333333333333,NON_INFLUENCER,0,0,0,0,16,0,[],[],2,14,2,1.75,True,"['DATE_TIME', 'LOCATION']",[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:31:57,Ferrari_2023-06-11_graph-379,[]
47,062d8290-bcfb-4e17-b7ab-66ce3b1eed12,661441dd-ed28-4b6a-810b-b826ce46a6f6,1.0,2515,3766,0.6678173127987255,NANO_INFLUENCER,0,0,0,0,72,0,[],[],1,26,0,1.0,False,[],[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:31:53,Ferrari_2023-06-11_graph-380,[]
48,70ff5a7d-c14a-4f3e-acb2-d1dc173a33aa,2f402552-75f7-4d98-b0bf-256720fe6376,1.0,908,753,1.205843293492696,NON_INFLUENCER,2,0,3,0,67,5,[],[],0,22,3,2.75,True,"['PERSON', 'LOCATION']",[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:31:39,Ferrari_2023-06-11_graph-381,[]
49,eec9e7a0-73e6-48de-bcac-cae13dbacdf6,0666029f-0f81-4d44-99d0-97b2bd5abfde,1.0,10,88,0.11363636363636363,NON_INFLUENCER,0,0,2,0,141,2,[],[],1,23,6,2.5,True,"['PERSON', 'LOCATION', 'NRP']",[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:31:35,Ferrari_2023-06-11_graph-382,[]
50,0ab479eb-cac0-4382-82dc-69452da2fa05,1adeeb91-2781-403f-884b-ff0db30342db,1.0,534,940,0.5680851063829787,NON_INFLUENCER,0,0,0,0,26,0,[],[],1,25,3,1.6666666666666667,True,"['DATE_TIME', 'PERSON']",[],[],,False,True,0,Ferrari_2023-06-11,2023-06-11 15:31:33,Ferrari_2023-06-11_graph-383,[]
